NOLA,year,run,win,M_raw,M,C,incumb_ran,unopposed,city_type,city_council
0,2006,0,0,-50,0,22.8713321685791,1,1,Rural,AtLarge
0,2010,0,0,-50,0,22.088354110717773,1,1,Rural,AtLarge
0,2015,0,0,-50,0,22.088354110717773,0,1,Rural,AtLarge
0,1992,0,0,-50,0,29.79660987854004,1,1,Rural,AtLarge
0,1996,0,0,-50,0,19.898303985595703,1,1,Rural,AtLarge
0,2000,0,0,-50,0,10,1,1,Rural,AtLarge
0,2004,0,0,-50,0,17.28834342956543,1,1,Rural,AtLarge
0,2008,1,0,-50,0,24.57668685913086,1,0,Rural,AtLarge
0,2012,0,0,-3.4482765197753906,46.55172348022461,24.57668685913086,1,0,Rural,AtLarge
0,1992,0,0,-26.925846099853516,23.074153900146484,32.531982421875,0,0,Suburban,District
0,1996,0,0,-27.187986373901367,22.812013626098633,42.44593811035156,1,0,Suburban,District
0,2000,0,0,-41.31589889526367,8.684101104736328,52.359893798828125,1,1,Suburban,District
0,2001,1,1,-50,0,54.85258483886719,0,0,Suburban,District
0,2004,1,1,8.761680603027344,58.761680603027344,62.33065414428711,1,0,Suburban,District
0,2008,1,1,21.77013397216797,71.77013397216797,72.3014144897461,1,0,Suburban,District
0,2012,1,1,32.93511199951172,82.93511199951172,72.3014144897461,1,0,Suburban,District
0,1994,0,0,-18.855085372924805,31.144914627075195,62.830928802490234,1,1,Rural,AtLarge
0,1998,1,0,-50,0,63.95525360107422,1,0,Rural,AtLarge
0,2002,1,0,-10.938884735107422,39.06111526489258,64.87337493896484,1,0,Rural,AtLarge
0,2006,0,0,-17.786392211914063,32.21360778808594,65.585296630859375,1,1,Rural,AtLarge
0,2010,0,0,-50,0,66.297210693359375,1,1,Rural,AtLarge
0,2014,1,1,-50,0,66.297210693359375,0,0,Rural,AtLarge
0,1990,0,0,-25.409835815429688,24.590164184570312,0.48411497473716736,1,0,Suburban,AtLarge
0,1994,0,0,-33.00074005126953,16.99925994873047,0.9207324981689453,1,0,Suburban,District
0,1998,0,0,-32.401573181152344,17.598426818847656,1.3573499917984009,1,0,Suburban,District
0,2002,0,0,-42.05807113647461,7.941928863525391,2.6405270099639893,1,1,Suburban,District
0,2006,0,0,-50,0,4.770263671875,1,1,Suburban,District
0,2010,0,0,-50,0,6.900000095367432,1,0,Suburban,District
0,2011,0,0,-37.285362243652344,12.714637756347656,6.900000095367432,0,0,Suburban,District
0,2014,0,0,-25.98116111755371,24.01883888244629,6.900000095367432,1,0,Suburban,District
0,1994,1,0,-22.004241943359375,27.995758056640625,18.64801788330078,0,0,NA,Mixed
0,1998,0,0,-25.359195709228516,24.640804290771484,18.10355567932129,1,0,NA,Mixed
0,2001,0,0,-27.503429412841797,22.496570587158203,17.926280975341797,0,0,NA,Mixed
0,2002,0,0,-34.6875,15.3125,18.021238327026367,0,0,NA,Mixed
0,2006,0,0,-36.97017288208008,13.029827117919922,18.401063919067383,0,0,NA,Mixed
0,2010,1,0,-32.74647903442383,17.253520965576172,18.7808895111084,1,0,NA,Mixed
0,2014,0,0,-29.834251403808594,20.165748596191406,18.7808895111084,1,0,NA,Mixed
0,1994,0,0,-31.428571701049805,18.571428298950195,7.977409839630127,0,1,Rural,AtLarge
0,1995,0,0,-50,0,7.091104030609131,0,1,Rural,AtLarge
0,1998,0,0,-50,0,4.432186126708984,1,0,Rural,AtLarge
0,2002,0,0,-26.47058868408203,23.52941131591797,3.3087620735168457,0,0,Rural,AtLarge
0,2006,0,0,-36.263736724853516,13.736263275146484,4.6071367263793945,1,1,Rural,AtLarge
0,2007,0,0,-50,0,4.9317307472229,0,1,Rural,AtLarge
0,2010,0,0,-50,0,5.905511856079102,0,0,Rural,AtLarge
0,2014,0,0,-28.571428298950195,21.428571701049805,5.905511856079102,1,0,Rural,AtLarge
0,1993,1,0,-23.897706985473633,26.102293014526367,59.46006393432617,1,0,Rural,District
0,1997,1,1,2.1022109985351562,52.102210998535156,62.33888626098633,1,1,Rural,District
0,2001,1,1,50,100,65.295013427734375,1,0,Rural,District
0,2005,1,1,12.063711166381836,62.063711166381836,68.48304748535156,1,0,Rural,District
0,2009,1,1,41.375423431396484,91.37542343139648,71.67108917236328,1,0,Rural,District
0,2013,1,1,29.021150588989258,79.02115058898926,71.67108917236328,1,0,Rural,District
0,1992,1,0,-27.736536026000977,22.263463973999023,45.11362075805664,1,0,Urban,AtLarge
0,1996,1,0,-27.586498260498047,22.413501739501953,47.56646728515625,1,0,Urban,AtLarge
0,2000,1,0,-16.12043571472168,33.87956428527832,50.01931381225586,0,0,Urban,AtLarge
0,2004,1,1,-6.927150726318359,43.07284927368164,51.82575988769531,1,0,Urban,AtLarge
0,2008,1,1,3.881916046142578,53.88191604614258,53.632205963134766,1,0,Urban,AtLarge
0,2012,1,1,29.512155532836914,79.51215553283691,53.632205963134766,1,0,Urban,AtLarge
0,1994,0,0,-50,0,32.20942687988281,1,1,Suburban,AtLarge
0,1998,0,0,-50,0,26.6678466796875,1,1,Suburban,AtLarge
0,2002,0,0,-50,0,24.13665771484375,1,1,Suburban,AtLarge
0,2006,0,0,-50,0,24.61585807800293,1,1,Suburban,AtLarge
0,2010,0,0,-50,0,25.095056533813477,1,0,Suburban,AtLarge
0,2014,0,0,-29.259260177612305,20.740739822387695,25.095056533813477,1,1,Suburban,AtLarge
0,1992,1,0,-34.703948974609375,15.296051025390625,41.61269760131836,0,0,Suburban,District
0,1996,0,0,-13.289037704467773,36.71096229553223,41.887428283691406,1,0,Suburban,District
0,2000,0,0,-25.038639068603516,24.961360931396484,42.16216278076172,1,0,Suburban,District
0,2004,0,0,-29.07216453552246,20.92783546447754,41.519065856933594,0,0,Suburban,District
0,2008,0,0,-31.76369857788086,18.23630142211914,40.8759651184082,1,0,Suburban,District
0,2012,0,0,-40.81632614135742,9.183673858642578,40.8759651184082,1,0,Suburban,District
0,1994,0,0,-50,0,59.288299560546875,1,1,Rural,District
0,1998,1,0,-50,0,57.72112274169922,0,0,Rural,District
0,2002,1,0,-4.730712890625,45.269287109375,58.11367416381836,1,0,Rural,District
0,2006,1,1,-13.435700416564941,36.56429958343506,60.46595764160156,1,0,Rural,District
0,2010,1,0,2.319110870361328,52.31911087036133,62.8182373046875,1,0,Rural,District
0,2014,0,0,-20.563674926757812,29.436325073242188,62.8182373046875,1,1,Rural,District
0,1994,0,0,-50,0,8.831520080566406,1,1,Rural,Mixed
0,1998,0,0,-50,0,8.451611518859863,1,1,Rural,Mixed
0,2002,0,0,-50,0,8.805039405822754,1,1,Rural,Mixed
0,2006,0,0,-50,0,9.891803741455078,0,1,Rural,Mixed
0,2010,0,0,-50,0,10.978568077087402,1,1,Rural,Mixed
0,2014,0,0,-50,0,10.978568077087402,1,0,Rural,Mixed
0,1991,0,0,-50,0,36.781333923339844,0,1,Rural,AtLarge
0,1994,1,1,-50,0,38.89748001098633,0,1,Rural,AtLarge
0,1998,1,1,50,100,41.71900939941406,1,1,Rural,AtLarge
0,2002,1,1,50,100,41.476295471191406,1,1,Rural,AtLarge
0,2006,1,0,50,100,38.16933822631836,1,0,Rural,AtLarge
0,2010,0,0,-8.85714340209961,41.14285659790039,34.86238479614258,1,1,Rural,AtLarge
0,2014,0,0,-50,0,34.86238479614258,1,1,Rural,AtLarge
0,1990,0,0,-50,0,0.5957446694374084,1,0,Suburban,Mixed
0,1994,0,0,-28.611631393432617,21.388368606567383,1.5281785726547241,0,0,Suburban,Mixed
0,1997,0,0,-31.519699096679688,18.480300903320313,2.227504014968872,0,1,Suburban,Mixed
0,1998,0,0,-50,0,2.4606122970581055,1,1,Suburban,Mixed
0,2002,0,0,-50,0,3.8937230110168457,1,1,Suburban,Mixed
0,2006,0,0,-50,0,5.827509880065918,0,1,Suburban,Mixed
0,2010,0,0,-50,0,7.761297225952148,1,1,Suburban,Mixed
0,2014,0,0,-50,0,7.761297225952148,1,0,Suburban,Mixed
0,1994,0,0,-29.409666061401367,20.590333938598633,37.38821029663086,1,0,Rural,Mixed
0,1998,0,0,-29.894535064697266,20.105464935302734,39.93748474121094,0,0,Rural,Mixed
0,2002,0,0,-43.453758239746094,6.546241760253906,42.659034729003906,1,1,Rural,Mixed
0,2006,1,0,-50,0,45.5528678894043,1,0,Rural,Mixed
0,2010,0,0,-28.66411018371582,21.33588981628418,48.44669723510742,0,0,Rural,Mixed
0,2014,1,0,-29.92549705505371,20.07450294494629,48.44669723510742,1,1,Rural,Mixed
0,1990,0,0,-50,0,45.28302001953125,1,0,Rural,AtLarge
0,1994,0,0,-31.845237731933594,18.154762268066406,49.37876892089844,0,0,Rural,AtLarge
0,1998,0,0,-26.694915771484375,23.305084228515625,53.47451400756836,1,1,Rural,AtLarge
0,2002,1,1,-50,0,56.74185562133789,1,0,Rural,AtLarge
0,2006,1,1,8.620689392089844,58.620689392089844,59.1807861328125,1,0,Rural,AtLarge
0,2007,1,1,13,63,59.79051971435547,0,1,Rural,AtLarge
0,2010,1,1,50,100,61.61971664428711,1,1,Rural,AtLarge
0,2014,1,1,50,100,61.61971664428711,0,0,Rural,AtLarge
0,1993,0,0,-25.904142379760742,24.095857620239258,19.4638614654541,1,0,Urban,Mixed
0,1997,0,0,-41.0068244934082,8.993175506591797,21.33671760559082,1,0,Urban,Mixed
0,2001,0,0,-37.22380065917969,12.776199340820313,23.031034469604492,1,0,Urban,Mixed
0,2005,0,0,-28.588504791259766,21.411495208740234,24.189729690551758,0,0,Urban,Mixed
0,2009,0,0,-45.74288558959961,4.257114410400391,25.348424911499023,1,1,Urban,Mixed
0,2013,0,0,-50,0,25.348424911499023,1,1,Urban,Mixed
0,1994,1,1,50,100,72.0697250366211,1,0,Suburban,AtLarge
0,1998,1,1,11.090225219726563,61.09022521972656,73.60307312011719,1,0,Suburban,AtLarge
0,2002,1,1,16.974594116210937,66.97459411621094,73.83843231201172,1,0,Suburban,AtLarge
0,2006,1,1,28.952991485595703,78.9529914855957,72.775787353515625,1,0,Suburban,AtLarge
0,2007,1,0,7.796257019042969,57.79625701904297,72.5101318359375,0,0,Suburban,AtLarge
0,2010,1,0,-21.556886672973633,28.443113327026367,71.71315002441406,0,0,Suburban,AtLarge
0,2014,1,1,-11.89376449584961,38.10623550415039,71.71315002441406,0,0,Suburban,AtLarge
0,1994,1,0,-50,0,46.67848205566406,1,0,Suburban,District
0,1998,0,0,-16.654190063476562,33.34580993652344,48.00009536743164,0,0,Suburban,District
0,2002,0,0,-26.506023406982422,23.493976593017578,48.38934326171875,1,1,Suburban,District
0,2006,0,0,-50,0,47.84622573852539,1,1,Suburban,District
0,2010,0,0,-50,0,47.30310821533203,1,1,Suburban,District
0,2014,1,0,-50,0,47.30310821533203,0,0,Suburban,District
0,1994,0,0,-25.381526947021484,24.618473052978516,22.908109664916992,1,0,Suburban,Mixed
0,1998,0,0,-27.953020095825195,22.046979904174805,18.769845962524414,1,1,Suburban,Mixed
0,2002,0,0,-50,0,16.53246307373047,1,0,Suburban,Mixed
0,2006,0,0,-26.42115592956543,23.57884407043457,16.19596290588379,1,0,Suburban,Mixed
0,2010,0,0,-28.668224334716797,21.331775665283203,15.859460830688477,1,0,Suburban,Mixed
0,2014,0,0,-34.962806701660156,15.037193298339844,15.859460830688477,1,1,Suburban,Mixed
0,1992,0,0,-27.4813232421875,22.5186767578125,16.508163452148438,1,0,Suburban,AtLarge
0,1996,0,0,-27.657480239868164,22.342519760131836,21.125370025634766,1,0,Suburban,AtLarge
0,2000,0,0,-25.962440490722656,24.037559509277344,25.74257469177246,0,0,Suburban,AtLarge
0,2004,0,0,-35.85165023803711,14.14834976196289,24.947282791137695,1,1,Suburban,AtLarge
0,2008,1,0,-50,0,24.15199089050293,1,0,Suburban,AtLarge
0,2012,0,0,-14.898744583129883,35.10125541687012,24.15199089050293,1,0,Suburban,AtLarge
0,1998,0,0,-50,0,14.811786651611328,0,1,Rural,AtLarge
0,2002,0,0,-50,0,16.257308959960938,1,1,Rural,AtLarge
0,2006,0,0,-50,0,13.684209823608398,0,1,Rural,AtLarge
0,2010,0,0,-50,0,11.11111068725586,1,1,Rural,AtLarge
0,2014,0,0,-50,0,11.11111068725586,1,1,Rural,AtLarge
0,1990,0,0,-50,0,43.06106185913086,0,0,Rural,Mixed
0,1994,0,0,-28.54829978942871,21.45170021057129,45.939598083496094,1,0,Rural,Mixed
0,1998,1,0,-25.195886611938477,24.804113388061523,48.81813430786133,1,0,Rural,Mixed
0,1999,1,0,-34.55723571777344,15.442764282226563,49.53776550292969,0,0,Rural,Mixed
0,2002,1,0,-22.426095962524414,27.573904037475586,51.642024993896484,1,0,Rural,Mixed
0,2010,0,0,-31.002330780029297,18.997669219970703,57.1805305480957,0,0,Rural,Mixed
0,2014,0,0,-25.087596893310547,24.912403106689453,57.1805305480957,1,1,Rural,Mixed
0,1994,0,0,-50,0,15.934659957885742,1,1,Rural,AtLarge
0,1998,0,0,-50,0,16.893474578857422,1,1,Rural,AtLarge
0,2002,0,0,-50,0,16.251245498657227,1,1,Rural,AtLarge
0,2006,0,0,-50,0,14.007975578308105,1,1,Rural,AtLarge
0,2007,0,0,-50,0,13.447157859802246,0,1,Rural,AtLarge
0,2010,0,0,-50,0,11.764705657958984,0,1,Rural,AtLarge
0,2014,0,0,-50,0,11.764705657958984,0,1,Rural,AtLarge
0,1994,1,1,15.28735637664795,65.28735637664795,74.34645080566406,0,0,Rural,Mixed
0,1998,1,1,9.287532806396484,59.287532806396484,74.41948699951172,1,0,Rural,Mixed
0,2002,1,1,34.34782791137695,84.34782791137695,73.56101989746094,0,0,Rural,Mixed
0,2006,1,1,37.39946365356445,87.39946365356445,71.77104187011719,0,0,Rural,Mixed
0,2010,1,1,25.968992233276367,75.96899223327637,69.98106384277344,1,0,Rural,Mixed
0,2014,1,1,34.32539749145508,84.32539749145508,69.98106384277344,0,0,Rural,Mixed
0,1994,0,0,-50,0,5.81461763381958,1,1,Suburban,AtLarge
0,1998,0,0,-50,0,5.43728494644165,1,1,Suburban,AtLarge
0,2002,0,0,-50,0,6.01707649230957,1,1,Suburban,AtLarge
0,2004,0,0,-50,0,6.785534858703613,1,1,Suburban,AtLarge
0,2006,0,0,-50,0,7.553992748260498,1,1,Suburban,AtLarge
0,2010,0,0,-50,0,9.090909004211426,1,1,Suburban,AtLarge
0,2014,0,0,-50,0,9.090909004211426,0,1,Suburban,AtLarge
0,1994,0,0,-50,0,38.316226959228516,1,1,Suburban,AtLarge
0,1998,0,0,-50,0,40.8984375,1,0,Suburban,AtLarge
0,2002,1,0,-29.347143173217773,20.652856826782227,42.08540725708008,0,0,Suburban,AtLarge
0,2006,0,0,-15.821327209472656,34.178672790527344,41.87714385986328,1,0,Suburban,AtLarge
0,2010,0,0,-44.19613265991211,5.803867340087891,41.668880462646484,1,1,Suburban,AtLarge
0,2014,0,0,-50,0,41.668880462646484,1,1,Suburban,AtLarge
0,1990,0,0,-26.635513305664062,23.364486694335938,2.551020383834839,1,1,Rural,AtLarge
0,1991,0,0,-50,0,3.4920907020568848,0,0,Rural,AtLarge
0,1994,0,0,-30.097087860107422,19.902912139892578,6.315300941467285,1,1,Rural,AtLarge
0,1998,0,0,-50,0,10.079582214355469,1,1,Rural,AtLarge
0,2002,0,0,-50,0,11.507362365722656,1,0,Rural,AtLarge
0,2006,0,0,-30.35714340209961,19.64285659790039,10.598642349243164,1,0,Rural,AtLarge
0,2009,0,0,-41.25,8.75,9.917102813720703,0,1,Rural,AtLarge
0,2010,0,0,-50,0,9.689922332763672,1,1,Rural,AtLarge
0,2014,0,0,-50,0,9.689922332763672,1,1,Rural,AtLarge
0,1994,1,1,5.83941650390625,55.83941650390625,45.16209411621094,1,1,Rural,AtLarge
0,1998,1,1,50,100,46.90781784057617,1,1,Rural,AtLarge
0,2002,1,1,50,100,48.88388442993164,1,1,Rural,AtLarge
0,2006,1,1,50,100,51.090293884277344,1,1,Rural,AtLarge
0,2010,1,1,50,100,53.29670333862305,1,1,Rural,AtLarge
0,2012,1,1,50,100,53.29670333862305,0,0,Rural,AtLarge
0,2014,1,1,23.52941131591797,73.52941131591797,53.29670333862305,0,1,Rural,AtLarge
0,1992,0,0,-38.412696838378906,11.587303161621094,45.16505432128906,0,1,Rural,Mixed
0,1996,0,0,-50,0,44.7334098815918,1,1,Rural,Mixed
0,2000,0,0,-50,0,44.30176544189453,1,0,Rural,Mixed
0,2004,0,0,-37.9844970703125,12.0155029296875,41.59003448486328,0,1,Rural,Mixed
0,2008,0,0,-50,0,38.8783073425293,1,0,Rural,Mixed
0,2012,0,0,-41.37055969238281,8.6294403076171875,38.8783073425293,1,1,Rural,Mixed
0,1992,1,1,-50,0,65.83747100830078,0,0,Suburban,AtLarge
0,1993,1,1,14.356435775756836,64.35643577575684,65.82088470458984,1,1,Suburban,AtLarge
0,1997,1,1,50,100,65.75453186035156,1,0,Suburban,AtLarge
0,2001,1,0,6.1170196533203125,56.11701965332031,66.270294189453125,1,0,Suburban,AtLarge
0,2002,1,1,-7.236843109130859,42.76315689086914,66.8358154296875,0,1,Suburban,AtLarge
0,2005,1,1,50,100,68.53238677978516,1,0,Suburban,AtLarge
0,2009,1,1,38.93280792236328,88.93280792236328,70.79447937011719,0,1,Suburban,AtLarge
0,2013,1,1,50,100,70.79447937011719,1,0,Suburban,AtLarge
0,1992,0,0,-31.893688201904297,18.106311798095703,10.067062377929687,1,1,Rural,AtLarge
0,1994,0,0,-50,0,9.182599067687988,1,1,Rural,AtLarge
0,1998,0,0,-50,0,7.413672924041748,1,1,Rural,AtLarge
0,2002,0,0,-50,0,6.312125205993652,1,0,Rural,AtLarge
0,2006,0,0,-27.12177085876465,22.87822914123535,5.877955913543701,1,0,Rural,AtLarge
0,2010,0,0,-28.75,21.25,5.443787097930908,1,1,Rural,AtLarge
0,2014,0,0,-50,0,5.443787097930908,1,1,Rural,AtLarge
0,1994,0,0,-32.95677947998047,17.04322052001953,29.6778621673584,1,0,Suburban,District
0,1998,0,0,-26.570289611816406,23.429710388183594,30.91869354248047,0,0,Suburban,District
0,2002,0,0,-33.58925247192383,16.410747528076172,32.45497131347656,1,0,Suburban,District
0,2006,0,0,-26.39697265625,23.60302734375,34.28669357299805,1,0,Suburban,District
0,2010,0,0,-33.24388885498047,16.75611114501953,36.1184196472168,1,0,Suburban,District
0,2014,0,0,-34.02220916748047,15.977790832519531,36.1184196472168,1,0,Suburban,District
0,1992,1,1,25.789474487304688,75.78947448730469,77.61382293701172,1,0,Rural,AtLarge
0,1996,1,0,34.0206184387207,84.0206184387207,75.822418212890625,0,0,Rural,AtLarge
0,2000,1,1,-6.066944122314453,43.93305587768555,74.031005859375,0,0,Rural,AtLarge
0,2004,1,1,27.547170639038086,77.54717063903809,74.47872161865234,1,0,Rural,AtLarge
0,2008,1,1,28.93617057800293,78.93617057800293,74.92643737792969,1,0,Rural,AtLarge
0,2012,1,1,27.20930290222168,77.20930290222168,74.92643737792969,1,0,Rural,AtLarge
0,1994,0,0,-28.136199951171875,21.863800048828125,33.74427795410156,0,0,Rural,AtLarge
0,1998,0,0,-26.842105865478516,23.157894134521484,43.18086624145508,1,1,Rural,AtLarge
0,2002,0,0,-50,0,47.58186340332031,1,0,Rural,AtLarge
0,2004,0,0,-27.881040573120117,22.118959426879883,47.26456832885742,0,0,Rural,AtLarge
0,2006,0,0,-26.3157901763916,23.6842098236084,46.94727325439453,0,1,Rural,AtLarge
0,2010,0,0,-50,0,46.31268310546875,0,1,Rural,AtLarge
0,2014,0,0,-50,0,46.31268310546875,0,0,Rural,AtLarge
0,1992,1,1,-3.488372802734375,46.511627197265625,65.44551849365234,0,0,Rural,AtLarge
0,1996,1,1,29.16666603088379,79.16666603088379,66.34747314453125,1,1,Rural,AtLarge
0,2000,1,1,50,100,67.249420166015625,1,1,Rural,AtLarge
0,2004,1,1,50,100,67.7476806640625,1,1,Rural,AtLarge
0,2008,1,1,50,100,68.2459487915039,1,0,Rural,AtLarge
0,2012,1,1,25.961538314819336,75.96153831481934,68.2459487915039,1,1,Rural,AtLarge
0,2016,1,1,50,100,68.2459487915039,1,0,Rural,AtLarge
0,1992,0,0,-29.04269027709961,20.95730972290039,59.38274383544922,1,0,Rural,Mixed
0,1996,0,0,-31.013513565063477,18.986486434936523,58.820499420166016,0,0,Rural,Mixed
0,2000,1,0,-28.225807189941406,21.774192810058594,58.25825881958008,1,0,Rural,Mixed
0,2004,1,1,-7.716535568237305,42.283464431762695,58.717811584472656,1,0,Rural,Mixed
0,2008,1,0,0.6849327087402344,50.684932708740234,59.177364349365234,1,0,Rural,Mixed
0,2012,1,1,-1.7119255065917969,48.2880744934082,59.177364349365234,1,0,Rural,Mixed
0,1990,0,0,-35.5886344909668,14.411365509033203,70.93160247802734,1,1,Rural,Mixed
0,1994,0,0,-50,0,69.6837387084961,1,1,Rural,Mixed
0,1998,0,0,-50,0,68.43586730957031,1,1,Rural,Mixed
0,2002,0,0,-50,0,67.34326171875,1,0,Rural,Mixed
0,2006,1,1,-26.63230323791504,23.36769676208496,66.4059066772461,1,0,Rural,Mixed
0,2010,1,1,9.4298248291015625,59.42982482910156,65.46855163574219,1,1,Rural,Mixed
0,2014,1,1,50,100,65.46855163574219,1,0,Rural,Mixed
0,1994,0,0,-25.1572322845459,24.8427677154541,49.06862258911133,0,1,Rural,AtLarge
0,1998,0,0,-50,0,46.93724822998047,1,0,Rural,AtLarge
