id,income,education,gender,age,union,height,weight,surveydate
578,20000,4,female,18,no,164,130,8/3/15
579,0,12,male,20,no,183,140,8/12/15
580,25000,4,male,45,no,178,170,8/13/15
581,1000,12,female,23,no,161,96,8/2/15
582,36000,6,female,55,used to be,161,126,8/4/15
583,10000,12,female,27,no,162,106,8/11/15
584,60000,11,male,46,no,170,160,8/12/15
585,31920,4,male,64,used to be,165,154,7/30/15
586,70000,12,male,64,no,169,140,8/14/15
587,10000,4,male,56,no,175,120,8/7/15
588,14000,4,female,49,no,165,150,8/11/15
589,30000,10,female,60,used to be,160,130,8/13/15
590,0,4,male,39,no,165,108,8/13/15
591,18000,8,female,51,no,160,150,8/3/15
592,25200,4,female,64,yes,156,106,8/11/15
593,20000,6,female,53,used to be,166,130,8/6/15
594,30000,11,female,27,no,175,120,8/6/15
595,50000,13,male,35,no,175,144,8/12/15
596,5000,6,male,55,used to be,170,130,8/5/15
597,30000,9,male,65,yes,174,144,7/30/15
598,53000,10,female,60,used to be,165,120,8/14/15
599,55000,12,female,47,yes,160,100,8/10/15
600,20000,3,female,30,no,160,100,7/30/15
601,45000,12,female,33,no,160,110,8/6/15
602,50000,6,male,49,no,172,140,8/6/15
603,32000,4,male,77,used to be,172,146,7/30/15
604,25000,3,female,74,used to be,150,132,8/6/15
605,0,4,male,53,no,170,180,8/10/15
606,50000,6,female,47,no,162,100,8/1/15
607,0,6,male,22,no,181,138,8/4/15
608,11400,4,female,62,no,163,120,8/9/15
609,60000,10,male,47,no,177,180,8/4/15
610,20000,6,female,58,used to be,160,90,8/10/15
611,24000,4,male,44,no,180,180,8/3/15
612,36000,4,male,79,used to be,170,156,8/11/15
613,24000,6,female,52,no,160,130,7/31/15
614,0,6,female,41,no,165,160,8/5/15
615,22000,6,female,58,used to be,167,160,8/6/15
616,24000,4,male,70,used to be,180,190,7/30/15
617,40000,7,male,52,yes,176,150,8/10/15
618,50000,12,female,28,no,163,100,8/13/15
619,50000,9,male,35,yes,188,155,8/1/15
620,24000,6,male,73,no,173,100,8/4/15
621,48000,4,male,61,used to be,174,160,8/4/15
622,24000,4,male,62,yes,180,160,8/5/15
623,5000,10,female,33,no,162,100,8/8/15
624,36000,12,female,25,yes,160,120,8/2/15
625,38000,9,female,70,used to be,146,110,7/29/15
626,47000,6,female,70,used to be,158,140,8/7/15
627,24000,6,female,52,no,165,130,8/5/15
628,1.00E+05,12,male,37,yes,172,180,8/10/15
629,24000,4,female,85,used to be,165,133,8/6/15
630,50000,12,male,30,yes,178,180,8/11/15
631,24000,4,male,58,used to be,175,140,8/10/15
632,120000,12,male,66,no,165,130,8/13/15
633,15000,4,male,48,no,168,150,8/5/15
634,0,12,male,22,no,178,210,8/3/15
635,60000,6,male,60,yes,175,135,8/15/15
636,1.00E+05,12,female,27,no,170,120,7/30/15
637,60000,4,male,58,yes,170,140,8/8/15
638,1.00E+05,10,male,30,no,175,65,8/5/15
639,10000,6,female,53,no,160,138,8/9/15
640,30000,7,female,72,used to be,150,120,7/30/15
641,32000,4,male,68,used to be,170,130,8/15/15
642,12000,9,male,61,used to be,172,170,7/30/15
643,55200,12,female,72,no,163,116,8/1/15
644,25000,4,male,61,used to be,171,170,8/14/15
645,25000,10,female,60,yes,165,90,7/30/15
646,50000,6,female,72,used to be,167,120,8/14/15
647,9400,7,male,73,no,170,147,7/30/15
648,0,8,female,43,no,165,134,8/10/15
649,25000,4,female,56,no,160,135,7/31/15
650,85000,12,male,31,yes,180,156,8/6/15
651,30000,6,female,71,used to be,165,120,8/14/15
652,36000,4,male,81,used to be,173,150,7/28/15
653,60000,6,male,48,no,173,153,8/8/15
654,24000,1,male,80,used to be,169,160,8/10/15
655,40000,10,female,22,no,165,88,8/3/15
656,20000,7,male,66,no,170,110,8/4/15
657,50000,12,female,27,yes,165,120,8/1/15
658,50000,13,female,38,no,170,130,8/3/15
659,30000,12,female,25,no,163,110,8/11/15
660,10000,3,male,48,no,166,120,7/30/15
661,0,4,male,55,used to be,172,120,8/12/15
662,25000,6,female,73,used to be,154,108,8/3/15
663,36000,7,male,70,used to be,170,150,8/12/15
664,30000,12,female,23,no,166,100,8/13/15
665,25000,6,female,55,used to be,171,150,8/15/15
666,60000,12,male,38,yes,178,150,8/3/15
667,10000,3,female,46,no,160,130,8/6/15
668,24000,6,female,43,yes,175,120,8/5/15
669,60000,11,female,34,yes,163,106,8/4/15
670,1.00E+05,13,female,35,no,163,140,8/8/15
671,30000,8,male,47,yes,170,140,8/12/15
672,60000,6,male,50,no,178,150,8/6/15
673,48000,4,male,41,no,172,160,8/13/15
674,45600,4,male,62,used to be,172,172,8/6/15
675,30000,3,female,62,no,160,110,8/14/15
676,36000,7,female,74,used to be,160,132,8/14/15
677,60000,8,female,46,no,167,129,8/11/15
678,40000,6,female,52,used to be,168,160,8/4/15
679,30000,3,female,68,yes,160,118,8/5/15
680,50000,4,male,43,no,165,170,8/12/15
681,25000,6,male,52,no,168,125,8/5/15
682,19000,3,female,67,no,160,150,8/15/15
683,30000,10,male,51,used to be,180,170,8/8/15
684,48000,9,female,81,used to be,169,128,8/4/15
685,36000,1,female,80,no,160,150,8/4/15
686,7000,8,male,37,used to be,170,160,8/12/15
687,70000,11,male,60,used to be,170,130,8/17/15
688,30000,6,male,56,used to be,173,145,8/8/15
689,36000,7,female,68,no,150,110,8/5/15
690,0,10,male,23,no,172,120,8/9/15
691,60000,9,male,29,no,170,130,8/4/15
692,50000,12,female,32,no,162,120,8/12/15
693,27600,4,male,69,used to be,174,150,7/28/15
694,30000,3,male,54,used to be,175,140,8/8/15
695,32400,4,male,59,no,173,120,8/12/15
696,40000,8,female,25,no,155,90,8/13/15
697,25200,6,female,55,used to be,155,120,8/3/15
698,30000,4,male,59,used to be,175,140,8/7/15
699,30000,3,male,39,no,163,120,8/12/15
700,30000,4,male,25,no,185,190,8/8/15
701,50000,10,female,46,no,160,100,8/6/15
702,30000,6,female,58,used to be,160,120,8/10/15
703,0,13,male,32,no,182,156,8/4/15
704,40000,10,female,33,no,170,72,8/10/15
705,24000,6,female,56,used to be,156,120,7/31/15
706,24000,6,male,58,used to be,164,150,8/1/15
707,45600,7,male,61,used to be,175,160,8/4/15
708,0,3,female,70,used to be,160,90,8/11/15
709,28000,4,female,59,used to be,168,150,8/13/15
710,24000,4,female,62,yes,168,138,8/4/15
711,26400,11,female,30,no,165,90,8/13/15
712,50000,7,male,40,no,169,134,8/12/15
713,50000,13,female,38,no,158,100,8/11/15
714,36900,8,male,56,used to be,168,150,8/13/15
715,80000,9,male,29,no,180,146,7/30/15
716,24000,3,male,56,no,172,130,8/15/15
717,120000,12,male,31,yes,172,150,8/13/15
718,1.00E+05,12,female,37,yes,165,160,8/15/15
719,40000,11,male,31,yes,178,183,7/31/15
720,80000,13,male,46,no,160,130,8/13/15
721,26400,6,female,56,used to be,168,120,8/7/15
722,24000,6,female,60,no,165,140,8/12/15
723,34800,3,male,81,used to be,170,130,7/30/15
724,28800,3,male,67,no,170,170,8/8/15
725,24000,3,female,52,used to be,173,156,8/13/15
726,22800,8,female,57,used to be,164,130,8/17/15
727,60000,12,male,41,yes,165,160,8/15/15
728,26400,3,female,60,used to be,163,154,8/9/15
729,36000,4,male,60,used to be,176,130,8/13/15
730,2.00E+05,12,male,32,no,173,136,8/8/15
731,26000,4,female,58,yes,160,130,8/4/15
732,60000,10,male,36,no,175,120,8/7/15
733,40000,4,male,68,used to be,171,150,7/31/15
734,0,4,female,27,no,160,110,8/12/15
735,30000,10,female,50,used to be,170,110,8/8/15
736,30000,4,male,61,used to be,172,160,8/10/15
737,36000,12,female,71,used to be,160,130,8/12/15
738,36000,6,male,57,used to be,170,110,8/5/15
739,25000,10,female,26,no,160,95,7/31/15
740,33600,7,female,54,no,173,200,8/7/15
741,24000,4,female,62,used to be,159,110,8/10/15
742,24000,4,female,56,used to be,153,120,8/7/15
743,0,3,female,38,no,156,92,8/13/15
744,0,6,female,34,no,160,130,8/12/15
745,40000,7,male,43,yes,173,160,8/13/15
746,41600,4,male,66,used to be,170,170,8/8/15
747,36000,6,female,54,used to be,165,130,8/7/15
748,28800,4,female,55,no,158,125,8/3/15
749,60000,4,female,40,no,156,142,8/12/15
750,0,6,male,45,no,160,90,8/3/15
751,40000,10,female,44,yes,161,115,8/14/15
752,36000,6,male,51,used to be,183,180,8/9/15
753,36000,4,male,58,used to be,170,140,8/14/15
754,25000,4,female,64,no,167,140,8/17/15
755,25000,6,male,58,yes,169,120,8/10/15
756,36000,4,female,60,used to be,164,120,7/31/15
757,0,12,male,19,no,175,127,8/13/15
758,50000,10,male,32,no,178,125,8/7/15
759,840,1,female,65,no,155,116,8/7/15
760,50000,6,male,45,no,183,160,8/13/15
761,60000,6,male,57,used to be,167,128,8/13/15
762,60000,10,female,79,used to be,154,116,7/31/15
763,30000,6,female,65,used to be,155,120,8/10/15
764,120000,10,female,26,no,166,105,8/15/15
765,24000,6,female,51,used to be,160,116,8/14/15
766,36000,4,male,80,used to be,174,138,8/9/15
767,20000,1,male,66,no,165,110,8/13/15
768,80000,13,male,33,no,181,140,8/17/15
769,25000,7,female,64,used to be,165,108,8/7/15
770,1.00E+05,4,male,61,no,174,135,8/9/15
771,18000,3,male,68,no,166,150,8/7/15
772,90000,12,male,33,yes,178,145,8/13/15
773,60000,9,male,61,used to be,168,140,8/17/15
774,60000,3,female,76,used to be,160,130,8/13/15
775,43200,4,male,65,used to be,180,150,8/3/15
776,50000,4,female,61,used to be,160,120,8/10/15
777,30000,3,female,52,no,155,135,8/9/15
778,0,4,male,57,used to be,175,120,8/7/15
779,60000,10,male,63,used to be,170,110,8/9/15
780,48000,6,female,78,used to be,160,160,8/9/15
781,28800,4,female,66,used to be,158,140,8/7/15
782,24000,4,female,63,used to be,156,130,8/7/15
783,24000,4,female,66,used to be,160,120,8/7/15
784,80000,6,male,60,used to be,175,140,8/7/15
785,50000,7,male,60,used to be,170,150,8/10/15
786,18000,4,male,24,no,165,120,8/10/15
787,33600,3,female,87,used to be,158,124,8/7/15
788,30000,8,male,38,used to be,175,130,8/10/15
789,18000,6,female,46,no,165,130,8/10/15
790,24000,10,female,61,used to be,160,130,8/7/15
791,40000,4,male,63,yes,170,160,8/9/15
792,2544,6,male,56,no,170,120,8/12/15
793,30000,3,female,49,no,158,140,8/10/15
794,80000,12,male,43,yes,178,160,8/15/15
795,36000,3,male,83,used to be,174,170,8/12/15
796,7200,13,female,24,no,165,100,8/12/15
797,15000,4,female,37,no,153,100,7/24/15
798,0,4,female,51,no,158,120,7/27/15
799,50000,7,male,32,no,160,130,7/25/15
800,3000,4,female,59,no,160,140,7/26/15
801,0,4,female,39,no,158,120,7/28/15
802,0,6,female,40,no,155,118,7/24/15
803,36000,6,male,60,yes,167,150,7/28/15
804,9000,4,female,39,no,160,124,7/24/15
805,5000,4,female,46,no,165,120,7/26/15
806,0,6,female,52,no,160,160,7/24/15
807,18000,4,male,42,no,166,145,7/27/15
808,0,6,female,59,no,157,118,7/23/15
809,3000,4,male,60,no,165,110,7/24/15
810,1.00E+05,12,female,33,no,160,130,7/25/15
811,8000,3,male,64,no,172,160,7/25/15
812,20000,4,female,29,no,168,98,7/27/15
813,8000,3,male,70,no,168,130,7/28/15
814,10000,4,female,50,no,160,120,7/28/15
815,30000,6,male,34,yes,172,155,7/26/15
816,0,4,female,58,no,158,130,7/27/15
817,0,4,female,34,no,160,120,7/27/15
818,40000,11,female,47,yes,159,100,7/25/15
819,40000,10,female,33,yes,160,110,7/29/15
820,0,6,male,18,no,175,120,7/28/15
821,50,1,female,79,no,160,80,7/27/15
822,30000,10,female,29,no,160,100,7/31/15
823,30000,4,male,36,no,170,130,7/27/15
824,5000,3,female,50,no,160,130,7/24/15
825,4000,1,male,85,no,167,130,7/24/15
826,8000,4,female,49,no,160,140,7/26/15
827,20000,10,male,39,no,186,205,7/25/15
828,8500,3,male,57,no,170,130,7/24/15
829,50000,8,male,33,no,180,180,7/27/15
830,5000,3,female,70,no,158,128,7/28/15
831,10000,3,male,71,no,170,110,7/23/15
832,50000,10,male,32,yes,176,146,7/26/15
833,20000,4,male,46,no,177,180,7/27/15
834,4000,4,female,31,no,160,110,7/27/15
835,0,1,female,64,no,162,158,7/28/15
836,35000,4,male,46,yes,173,180,7/26/15
837,0,6,female,32,no,160,96,7/24/15
838,0,4,male,21,no,175,155,7/24/15
839,20000,7,male,25,no,173,150,7/29/15
840,0,3,male,83,no,170,140,7/27/15
841,43488,6,male,82,yes,173,188,7/24/15
842,0,4,female,31,no,170,170,7/29/15
843,30000,9,male,36,no,170,155,7/26/15
844,11000,4,female,33,no,160,101,7/26/15
845,0,4,male,59,no,168,130,7/28/15
846,4000,4,male,56,no,172,110,7/28/15
847,900,3,female,33,no,150,95,7/28/15
848,30000,4,male,24,no,173,189,7/26/15
849,10000,7,male,38,no,175,160,7/24/15
850,20000,4,male,62,no,169,130,7/28/15
851,0,4,female,23,no,160,100,7/28/15
852,30000,6,male,26,no,185,200,7/26/15
853,20000,4,male,36,no,160,110,7/26/15
854,19200,4,male,64,yes,162,140,7/24/15
855,660,3,female,73,no,163,113,7/26/15
856,20000,7,male,25,no,172,170,7/26/15
857,15000,4,male,24,no,175,162,7/28/15
858,1000,1,female,50,no,160,107,7/27/15
859,20000,4,male,26,no,173,140,7/26/15
860,20000,6,female,50,used to be,163,140,7/25/15
861,660,6,male,73,no,175,140,7/28/15
862,0,4,male,28,no,170,109,7/24/15
863,10000,3,female,43,no,160,100,7/23/15
864,800,1,female,49,no,160,130,7/28/15
865,2880,3,female,80,no,155,101,7/23/15
866,10000,4,female,41,no,158,140,7/27/15
867,2500,14,female,61,no,165,98,7/23/15
868,0,4,female,50,no,160,95,7/26/15
869,20000,4,female,45,no,165,119,7/24/15
870,0,4,female,24,no,165,100,7/28/15
871,25000,9,male,42,yes,177,120,7/26/15
872,30000,4,female,48,no,158,126,7/26/15
873,20000,6,male,36,no,170,98,7/25/15
874,20000,10,female,26,no,163,100,7/31/15
875,40000,4,male,59,no,170,150,7/25/15
876,10000,4,male,50,no,172,120,7/26/15
877,10000,3,female,58,no,162,117,7/26/15
878,0,6,female,36,used to be,155,100,7/27/15
879,5000,4,male,64,no,180,125,7/26/15
880,15000,10,male,62,no,170,130,7/29/15
881,12000,6,male,60,yes,170,140,7/24/15
882,0,4,female,47,no,165,92,7/26/15
883,0,4,female,37,no,158,80,7/27/15
884,30000,6,male,36,no,175,190,7/24/15
885,1000,1,female,61,no,169,120,7/27/15
886,30000,4,male,37,no,172,150,7/27/15
887,85000,10,female,31,no,170,56,7/26/15
888,80000,6,male,43,no,178,180,7/26/15
889,24000,3,male,70,yes,170,140,7/28/15
890,5000,6,female,18,no,167,120,7/28/15
891,24000,4,male,43,no,170,176,7/24/15
892,13000,4,female,53,no,150,112,7/26/15
893,0,4,female,33,no,159,128,7/24/15
894,150000,6,male,25,no,172,160,7/28/15
895,10000,4,female,47,no,160,120,7/29/15
896,10000,1,female,58,no,160,130,7/27/15
897,10000,1,female,49,no,160,160,7/24/15
898,30000,4,male,39,no,183,180,7/24/15
899,0,4,female,57,no,155,120,7/28/15
900,0,1,female,54,no,157,110,7/26/15
901,0,6,female,56,no,160,138,7/24/15
902,0,4,female,64,no,163,140,7/23/15
903,5000,6,male,55,no,168,130,7/28/15
904,20000,4,male,29,yes,165,130,7/26/15
905,1000,4,male,72,no,170,165,7/28/15
906,0,4,male,53,no,169,130,7/25/15
907,36000,12,female,29,no,155,48,7/25/15
908,10000,6,female,53,no,161,140,7/28/15
909,15000,4,male,58,no,172,140,7/24/15
910,38400,7,female,62,no,153,120,7/26/15
911,40000,12,female,35,yes,162,112,7/23/15
912,30000,6,male,36,used to be,174,115,7/27/15
913,0,3,female,46,no,155,130,7/28/15
914,0,7,female,31,no,162,106,7/27/15
915,0,1,female,56,no,160,120,7/26/15
916,8000,4,male,48,no,158,119,7/26/15
917,5000,4,male,56,no,170,108,7/30/15
918,30000,4,male,46,yes,175,120,7/28/15
919,3000,3,male,52,no,170,120,7/24/15
920,0,3,male,25,no,172,130,7/24/15
921,3000,3,female,48,no,158,170,7/24/15
922,30000,4,male,62,used to be,168,100,7/26/15
923,50000,7,male,37,yes,172,120,7/31/15
924,12000,4,female,42,no,160,130,7/26/15
925,3.00E+05,10,female,37,no,162,115,7/25/15
926,0,1,female,86,no,155,100,7/30/15
927,40000,6,female,35,no,158,110,7/31/15
928,25000,3,male,33,no,165,150,7/28/15
929,0,7,female,38,no,170,135,7/23/15
930,600,12,male,22,no,180,150,7/28/15
931,3000,3,male,63,no,170,160,7/27/15
932,1000,3,female,64,no,155,170,7/26/15
933,2160,3,female,71,no,155,115,7/27/15
934,0,6,female,27,no,160,140,7/25/15
935,30000,6,male,42,no,175,144,7/27/15
936,9000,3,female,37,no,160,100,7/29/15
937,800,4,female,29,no,162,130,7/28/15
938,20000,7,female,34,no,166,125,7/26/15
939,500,4,female,24,no,163,130,7/28/15
940,4500,4,female,26,no,155,136,7/26/15
941,0,6,female,23,no,161,92,7/24/15
942,0,1,female,52,no,155,128,7/26/15
943,12660,4,male,67,no,172,150,7/24/15
944,6500,4,female,49,no,155,120,7/24/15
945,10000,10,male,39,no,168,160,7/26/15
946,25000,4,female,47,no,156,115,7/24/15
947,20000,4,female,43,no,163,130,7/24/15
948,660,3,female,69,no,167,130,7/28/15
949,0,6,female,53,no,165,140,7/29/15
950,0,3,female,41,no,160,132,7/27/15
951,0,4,female,57,no,158,130,7/25/15
952,24000,4,male,69,yes,172,140,7/25/15
953,55000,4,male,22,used to be,170,125,7/28/15
954,800,3,female,39,no,159,128,7/28/15
955,20000,4,male,55,no,170,130,7/28/15
956,40000,7,female,35,no,157,100,7/29/15
957,2660,1,female,66,no,160,110,7/27/15
958,0,1,female,66,no,158,123,7/27/15
959,0,4,female,33,no,160,100,7/27/15
960,30000,3,male,24,no,175,120,7/26/15
961,20000,3,female,38,no,165,125,7/28/15
962,10000,6,female,50,no,155,130,7/26/15
963,660,3,female,71,no,155,120,7/27/15
964,4000,4,male,44,no,170,130,7/26/15
965,35000,3,male,63,no,173,120,7/26/15
966,20000,6,male,54,yes,162,140,7/25/15
967,30000,10,female,22,no,160,117,7/26/15
968,2000,1,female,84,no,140,70,7/26/15
969,1000,3,female,61,no,158,120,7/28/15
970,0,1,female,57,no,155,100,7/28/15
971,60000,10,male,26,no,178,132,7/27/15
972,0,4,female,36,no,160,170,7/27/15
973,1000,3,female,74,no,160,154,7/26/15
974,4000,4,male,70,yes,170,170,7/24/15
975,40000,10,female,26,no,160,140,7/28/15
976,0,4,female,41,no,162,138,7/24/15
977,0,10,female,20,no,165,100,7/31/15
978,70000,11,female,39,no,158,130,7/25/15
979,0,6,male,20,no,185,120,7/29/15
980,10000,4,female,27,no,160,120,7/26/15
981,0,3,female,61,no,156,110,7/26/15
982,6000,6,female,53,yes,159,110,7/25/15
983,1500,4,female,44,used to be,157,108,7/27/15
984,35000,4,male,27,no,170,160,7/24/15
985,30000,10,female,25,no,162,106,7/30/15
986,1.00E+05,12,male,42,yes,145,130,7/26/15
987,660,3,male,62,no,175,150,7/28/15
988,0,4,male,75,used to be,170,100,7/27/15
989,50000,7,female,34,yes,160,106,7/27/15
990,30000,9,female,30,no,163,137,7/27/15
991,0,4,male,45,no,158,100,7/28/15
992,80000,10,male,30,yes,173,170,7/30/15
993,50000,6,male,34,no,171,170,7/24/15
994,660,3,female,67,no,164,148,7/28/15
995,5000,1,female,56,no,165,140,7/24/15
996,0,1,female,68,no,160,102,7/24/15
997,3600,3,female,78,no,168,130,7/25/15
998,40000,7,female,41,no,166,110,7/30/15
999,20000,4,female,53,no,163,100,7/25/15
1000,6000,3,female,53,no,164,136,7/26/15
1001,30000,4,male,22,no,180,150,7/28/15
1002,40000,4,male,59,no,165,130,7/30/15
1003,12000,4,female,48,no,158,120,7/28/15
1004,30000,4,male,46,no,168,135,7/27/15
1005,15000,4,female,32,no,168,156,7/29/15
1006,30000,4,male,52,no,172,160,7/31/15
1007,40000,4,male,78,no,172,126,7/27/15
1008,19200,4,female,49,no,161,126,7/30/15
1009,0,3,female,50,no,162,160,7/28/15
1010,20000,4,female,26,no,160,100,7/26/15
1011,10000,3,female,43,no,166,130,7/27/15
1012,0,1,female,81,no,168,100,7/28/15
1013,20000,4,male,64,no,160,150,7/28/15
1014,8000,4,female,43,no,163,120,7/26/15
1015,0,3,female,25,no,163,110,7/28/15
1016,30000,6,female,43,no,160,110,7/27/15
1017,5000,4,male,36,no,180,160,7/27/15
1018,3000,1,female,66,no,162,128,7/24/15
1019,30000,5,male,50,no,173,125,7/28/15
1020,20000,6,female,59,no,156,140,7/30/15
1021,20000,3,male,64,no,175,125,7/27/15
1022,60000,7,male,50,yes,177,160,7/30/15
1023,60000,12,male,37,yes,170,136,7/28/15
1024,45000,7,female,58,no,162,140,7/30/15
1025,20000,11,female,45,no,163,150,7/28/15
1026,36000,6,male,37,yes,176,180,7/31/15
1027,600,1,female,75,no,158,93,7/27/15
1028,0,6,female,49,no,165,120,7/26/15
1029,2000,4,female,55,yes,160,128,7/27/15
1030,8000,3,female,53,no,178,105,7/28/15
1031,0,1,female,52,no,163,140,7/31/15
1032,20000,7,male,61,no,156,150,7/30/15
1033,0,4,male,58,no,165,130,7/31/15
1034,6000,4,female,55,no,158,150,7/27/15
1035,0,3,male,39,no,173,160,7/26/15
1036,10000,4,female,33,no,156,110,7/28/15
1037,4000,1,female,61,no,175,120,7/27/15
1038,20000,10,female,29,no,160,150,7/27/15
1039,2250,3,female,48,no,165,140,7/27/15
1040,1000,3,female,58,no,164,145,7/28/15
1041,40000,4,male,36,yes,180,180,7/31/15
1042,1.00E+05,10,male,52,yes,169,150,7/30/15
1043,1520,3,male,70,no,167,90,7/27/15
1044,0,4,female,28,no,165,100,7/28/15
1045,1000,3,female,53,no,162,120,7/24/15
1046,11000,4,female,32,no,158,120,7/24/15
