NOLA,year,run,win,M_raw,M,C,incumb_ran,unopposed,city_type,city_council,woman_run,woman_win,num_black_cand,M_t2,M_t3,educ_baplus_black,educ_baplus_white,new_electiontime,white_over65,density
0,2012,0,0,-50,0,24.217130661010742,1,1,Rural,AtLarge,0,0,0,0,0,6.976744174957275,25.438596725463867,1,33,163.88380432128906
0,1990,0,0,-27.901233673095703,22.098766326904297,52.80935287475586,1,0,Rural,District,0,0,0,NA,NA,9.170305252075195,14.728682518005371,1,476,1038.6263427734375
0,1994,0,0,-27.51592445373535,22.48407554626465,55.914485931396484,1,0,Rural,District,1,1,0,22.098766326904297,NA,8.575953483581543,17.281654357910156,1,447.20001220703125,1033.4090576171875
0,1998,0,0,-28.647686004638672,21.352313995361328,59.019615173339844,1,0,Rural,District,1,1,0,22.48407554626465,22.098766326904297,7.981602191925049,19.834625244140625,0,418.3999938964844,1028.191650390625
0,2002,0,0,-31.467660903930664,18.532339096069336,61.44164276123047,1,0,Rural,District,1,0,0,21.352313995361328,22.48407554626465,6.918587684631348,20.907363891601563,0,389.20001220703125,1011.616943359375
0,2006,0,0,-26.611635208129883,23.388364791870117,63.18056869506836,1,0,Rural,District,1,0,0,18.532339096069336,21.352313995361328,5.386909484863281,20.4998722076416,0,359.6000061035156,983.68487548828125
0,2010,0,0,-28.622861862182617,21.377138137817383,64.91949462890625,1,0,Rural,District,1,0,0,23.388364791870117,18.532339096069336,3.855232000350952,20.092378616333008,0,330,955.7528076171875
0,2014,1,0,-38.77854919433594,11.221450805664063,64.91949462890625,1,0,Rural,District,1,0,1,21.377138137817383,23.388364791870117,4.66960334777832,22.314048767089844,1,330,955.7528076171875
0,1994,0,0,-31.622745513916016,18.377254486083984,10.482980728149414,1,0,Suburban,AtLarge,0,0,0,NA,NA,0.6451612710952759,5.936190128326416,1,329.6000061035156,1985.35693359375
0,1998,0,0,-32.43045425415039,17.56954574584961,10.6474027633667,1,0,Suburban,AtLarge,1,1,0,18.377254486083984,NA,1.2903225421905518,7.554198265075684,0,347.20001220703125,1958.9102783203125
0,2002,0,0,-28.624813079833984,21.375186920166016,10.173094749450684,1,0,Suburban,AtLarge,1,1,0,17.56954574584961,18.377254486083984,2.8287839889526367,9.595589637756348,0,322.6000061035156,1860.77099609375
0,2006,0,0,-32.11382293701172,17.88617706298828,9.060057640075684,1,0,Suburban,AtLarge,1,1,0,21.375186920166016,17.56954574584961,5.26054573059082,12.060364723205566,0,255.8000030517578,1690.9390869140625
0,2010,0,0,-25.724637985229492,24.275362014770508,7.947020053863525,1,1,Suburban,AtLarge,1,1,0,17.88617706298828,21.375186920166016,7.692307472229004,14.525139808654785,0,189,1521.1070556640625
0,2014,0,0,-50,0,7.947020053863525,1,0,Suburban,AtLarge,1,1,0,24.275362014770508,17.88617706298828,10.958904266357422,6.914212703704834,1,189,1521.1070556640625
0,1994,0,0,-50,0,12.635822296142578,0,0,Rural,AtLarge,1,0,0,NA,NA,0,33.76073455810547,1,52.79999923706055,10.694792747497559
0,1998,0,0,-28.632478713989258,21.367521286010742,11.084793090820313,0,1,Rural,AtLarge,1,0,0,0,NA,0,32.5214729309082,0,49.599998474121094,10.724517822265625
0,2002,0,0,-50,0,11.593147277832031,1,1,Rural,AtLarge,1,0,0,21.367521286010742,0,0,30.26506233215332,0,50,10.590967178344727
0,2006,0,0,-50,0,14.16088581085205,1,1,Rural,AtLarge,1,0,0,0,21.367521286010742,0,26.991504669189453,0,54,10.294140815734863
0,2010,0,0,-50,0,16.72862434387207,1,1,Rural,AtLarge,1,0,0,0,0,0,23.71794891357422,0,58,9.997314453125
0,2014,0,0,-50,0,16.72862434387207,1,1,Rural,AtLarge,1,0,0,0,0,0,25.149700164794922,1,58,9.997314453125
0,1994,0,0,-50,0,21.92047882080078,1,0,Rural,AtLarge,1,1,0,NA,NA,3.7431559562683105,10.796992301940918,1,48.20000076293945,122.79838562011719
0,1998,0,0,-27.241378784179687,22.758621215820313,23.337360382080078,1,0,Rural,AtLarge,1,1,0,0,NA,2.608262777328491,14.827068328857422,0,43.400001525878906,120.39826202392578
0,2000,0,0,-26.136363983154297,23.863636016845703,24.045801162719727,0,0,Rural,AtLarge,1,0,0,22.758621215820313,0,2.040816307067871,16.842105865478516,0,41,119.19819641113281
0,2002,0,0,-30.188678741455078,19.811321258544922,23.654312133789063,1,1,Rural,AtLarge,1,0,0,23.863636016845703,22.758621215820313,1.632652997970581,16.105262756347656,0,38.599998474121094,117.60287475585937
0,2006,0,0,-50,0,22.8713321685791,1,1,Rural,AtLarge,1,0,0,19.811321258544922,23.863636016845703,0.8163264989852905,14.631579399108887,0,33.79999923706055,114.41223907470703
0,2010,0,0,-50,0,22.088354110717773,1,1,Rural,AtLarge,1,0,0,0,19.811321258544922,0,13.1578950881958,0,29,111.22160339355469
0,2015,0,0,-50,0,22.088354110717773,0,1,Rural,AtLarge,1,0,0,0,0,3.7037036418914795,13.274335861206055,1,29,111.22160339355469
0,1992,0,0,-50,0,29.79660987854004,1,1,Rural,AtLarge,0,0,0,NA,NA,0,5.589473724365234,1,17,127.43240356445312
0,1996,0,0,-50,0,19.898303985595703,1,1,Rural,AtLarge,0,0,0,0,NA,0,4.768421173095703,1,15,133.62464904785156
0,2000,0,0,-50,0,10,1,1,Rural,AtLarge,0,0,0,0,0,0,3.9473683834075928,0,13,139.81689453125
0,2004,0,0,-50,0,17.28834342956543,1,1,Rural,AtLarge,0,0,0,0,0,0,6.1184210777282715,0,9.800000190734863,144.13461303710937
0,2008,1,0,-50,0,24.57668685913086,1,0,Rural,AtLarge,0,0,1,0,0,0,8.289473533630371,1,6.599999904632568,148.4523468017578
0,2012,0,0,-3.4482765197753906,46.55172348022461,24.57668685913086,1,0,Rural,AtLarge,1,1,0,0,0,11.764705657958984,11.290322303771973,1,5,150.6112060546875
0,1992,0,0,-26.925846099853516,23.074153900146484,32.531982421875,0,0,Suburban,District,1,0,0,NA,NA,25.67963218688965,8.612812995910645,0,860.5999755859375,1935.541259765625
0,1996,0,0,-27.187986373901367,22.812013626098633,42.44593811035156,1,0,Suburban,District,1,0,0,23.074153900146484,NA,23.649065017700195,8.901439666748047,0,963.79998779296875,1841.41162109375
0,2000,0,0,-41.31589889526367,8.684101104736328,52.359893798828125,1,1,Suburban,District,1,0,0,22.812013626098633,23.074153900146484,21.618497848510742,9.190067291259766,0,1067,1747.281982421875
0,2001,1,1,-50,0,54.85258483886719,0,0,Suburban,District,1,0,1,8.684101104736328,22.812013626098633,21.68512535095215,9.492337226867676,0,1046.699951171875,1739.9859619140625
0,2004,1,1,8.761680603027344,58.761680603027344,62.33065414428711,1,0,Suburban,District,1,0,2,0,8.684101104736328,21.885005950927734,10.399147033691406,0,985.79998779296875,1718.0980224609375
0,2008,1,1,21.77013397216797,71.77013397216797,72.3014144897461,1,0,Suburban,District,1,0,2,58.761680603027344,0,22.151514053344727,11.60822582244873,0,904.5999755859375,1688.9140625
0,2012,1,1,32.93511199951172,82.93511199951172,72.3014144897461,1,0,Suburban,District,1,0,4,71.77013397216797,58.761680603027344,19.26703453063965,13.541666984558105,0,864,1674.322021484375
0,1994,0,0,-18.855085372924805,31.144914627075195,62.830928802490234,1,1,Rural,AtLarge,0,0,0,NA,NA,8.585407257080078,8.000791549682617,1,113,2261.77392578125
0,1998,1,0,-50,0,63.95525360107422,1,0,Rural,AtLarge,0,0,1,31.144914627075195,NA,9.153937339782715,8.662134170532227,0,121,2306.35400390625
0,2002,1,0,-10.938884735107422,39.06111526489258,64.87337493896484,1,0,Rural,AtLarge,0,0,1,0,31.144914627075195,10.053569793701172,10.134415626525879,0,131.60000610351562,2014.358642578125
0,2006,0,0,-17.786392211914063,32.21360778808594,65.585296630859375,1,1,Rural,AtLarge,0,0,0,39.06111526489258,0,11.284306526184082,12.417634963989258,0,144.8000030517578,1385.7879638671875
0,2010,0,0,-50,0,66.297210693359375,1,1,Rural,AtLarge,0,0,0,32.21360778808594,39.06111526489258,12.515042304992676,14.700854301452637,0,158,757.21722412109375
0,2014,1,1,-50,0,66.297210693359375,0,0,Rural,AtLarge,1,1,3,0,32.21360778808594,9.957923889160156,16.984127044677734,1,158,757.21722412109375
0,1990,0,0,-25.409835815429688,24.590164184570312,0.48411497473716736,1,0,Suburban,AtLarge,1,0,0,NA,NA,0,10.831233978271484,1,285,410.2324523925781
0,1994,0,0,-33.00074005126953,16.99925994873047,0.9207324981689453,1,0,Suburban,District,1,0,0,24.590164184570312,NA,0,10.629484176635742,1,325,429.390869140625
0,1998,0,0,-32.401573181152344,17.598426818847656,1.3573499917984009,1,0,Suburban,District,1,0,0,16.99925994873047,24.590164184570312,0,10.427734375,0,365,448.5492858886719
0,2002,0,0,-42.05807113647461,7.941928863525391,2.6405270099639893,1,1,Suburban,District,1,0,0,17.598426818847656,16.99925994873047,29.371429443359375,11.163960456848145,0,407.3999938964844,465.46551513671875
0,2006,0,0,-50,0,4.770263671875,1,1,Suburban,District,1,0,0,7.941928863525391,17.598426818847656,36.11428451538086,12.838163375854492,0,452.20001220703125,480.1394958496094
0,2010,0,0,-50,0,6.900000095367432,1,0,Suburban,District,1,0,0,0,7.941928863525391,42.85714340209961,14.51236629486084,0,497,494.8135070800781
0,2011,0,0,-37.285362243652344,12.714637756347656,6.900000095367432,0,0,Suburban,District,1,0,0,0,0,51.89873504638672,14.93703842163086,1,497,494.8135070800781
0,2014,0,0,-25.98116111755371,24.01883888244629,6.900000095367432,1,0,Suburban,District,1,0,0,12.714637756347656,0,68.81720733642578,12.666666984558105,1,497,494.8135070800781
0,1994,1,0,-22.004241943359375,27.995758056640625,18.64801788330078,0,0,NA,Mixed,1,0,1,NA,NA,1.4371258020401,3.29042387008667,0,276.79998779296875,1591.395751953125
0,1998,0,0,-25.359195709228516,24.640804290771484,18.10355567932129,1,0,NA,Mixed,1,0,0,27.995758056640625,NA,2.8742516040802,4.540031433105469,1,265.6000061035156,1500.7879638671875
0,2001,0,0,-27.503429412841797,22.496570587158203,17.926280975341797,0,0,NA,Mixed,1,1,0,24.640804290771484,27.995758056640625,3.819852113723755,5.568596839904785,0,250.6999969482422,1466.8873291015625
0,2002,0,0,-34.6875,15.3125,18.021238327026367,0,0,NA,Mixed,1,1,0,22.496570587158203,24.640804290771484,4.046889781951904,5.972358703613281,0,241.39999389648437,1478.2906494140625
0,2006,0,0,-36.97017288208008,13.029827117919922,18.401063919067383,0,0,NA,Mixed,1,1,0,15.3125,22.496570587158203,4.95504093170166,7.587406158447266,0,204.1999969482422,1523.90380859375
0,2010,1,0,-32.74647903442383,17.253520965576172,18.7808895111084,1,0,NA,Mixed,1,1,1,13.029827117919922,15.3125,5.863192081451416,9.20245361328125,0,167,1569.5169677734375
0,2014,0,0,-29.834251403808594,20.165748596191406,18.7808895111084,1,0,NA,Mixed,1,0,0,17.253520965576172,13.029827117919922,0.9900990128517151,10.506329536437988,1,167,1569.5169677734375
0,1994,0,0,-31.428571701049805,18.571428298950195,7.977409839630127,0,1,Rural,AtLarge,1,0,0,NA,NA,0,4.455155849456787,1,41.79999923706055,165.2440948486328
0,1995,0,0,-50,0,7.091104030609131,0,1,Rural,AtLarge,1,1,0,18.571428298950195,NA,0,4.61353063583374,1,41.5,161.13311767578125
0,1998,0,0,-50,0,4.432186126708984,1,0,Rural,AtLarge,1,1,0,0,18.571428298950195,0,5.088655471801758,0,40.599998474121094,148.80023193359375
0,2002,0,0,-26.47058868408203,23.52941131591797,3.3087620735168457,0,0,Rural,AtLarge,1,1,0,0,0,0,5.181467056274414,0,38.599998474121094,150.57139587402344
0,2006,0,0,-36.263736724853516,13.736263275146484,4.6071367263793945,1,1,Rural,AtLarge,1,1,0,23.52941131591797,0,0,4.733590602874756,0,35.79999923706055,170.55758666992187
0,2007,0,0,-50,0,4.9317307472229,0,1,Rural,AtLarge,1,0,0,13.736263275146484,23.52941131591797,0,4.621621608734131,1,35.099998474121094,175.55413818359375
0,2010,0,0,-50,0,5.905511856079102,0,0,Rural,AtLarge,1,1,0,0,13.736263275146484,0,4.285714149475098,1,33,190.54379272460937
0,2014,0,0,-28.571428298950195,21.428571701049805,5.905511856079102,1,0,Rural,AtLarge,1,1,0,0,0,0,4.166666507720947,1,33,190.54379272460937
0,1993,1,0,-23.897706985473633,26.102293014526367,59.46006393432617,1,0,Rural,District,1,0,1,NA,NA,7.634545803070068,13.785443305969238,0,1343.9000244140625,1634.021728515625
0,1997,1,1,2.1022109985351562,52.102210998535156,62.33888626098633,1,1,Rural,District,1,0,1,26.102293014526367,NA,7.467085838317871,14.537291526794434,0,1233.0999755859375,1582.5167236328125
0,2001,1,1,50,100,65.295013427734375,1,0,Rural,District,1,0,2,52.102210998535156,26.102293014526367,7.324159145355225,15.328328132629395,0,1114.300048828125,1517.1806640625
0,2005,1,1,12.063711166381836,62.063711166381836,68.48304748535156,1,0,Rural,District,1,0,2,100,52.102210998535156,7.254833698272705,16.236928939819336,0,971.5,1410.3514404296875
0,2009,1,1,41.375423431396484,91.37542343139648,71.67108917236328,1,0,Rural,District,1,1,3,62.063711166381836,100,7.1855082511901855,17.14552879333496,0,828.70001220703125,1303.522216796875
0,2013,1,1,29.021150588989258,79.02115058898926,71.67108917236328,1,0,Rural,District,1,0,6,91.37542343139648,62.063711166381836,9.047141075134277,18.300996780395508,0,793,1276.81494140625
0,1992,1,0,-27.736536026000977,22.263463973999023,45.11362075805664,1,0,Urban,AtLarge,0,0,1,NA,NA,13.531201362609863,39.017032623291016,1,17306.400390625,2967.952880859375
0,1996,1,0,-27.586498260498047,22.413501739501953,47.56646728515625,1,0,Urban,AtLarge,0,0,2,22.263463973999023,NA,14.584959983825684,42.07891082763672,1,17257.19921875,2966.31005859375
0,2000,1,0,-16.12043571472168,33.87956428527832,50.01931381225586,0,0,Urban,AtLarge,1,0,1,22.413501739501953,22.263463973999023,15.638718605041504,45.14078903198242,1,17208,2964.6669921875
0,2004,1,1,-6.927150726318359,43.07284927368164,51.82575988769531,1,0,Urban,AtLarge,1,0,2,33.87956428527832,22.413501739501953,15.837213516235352,47.43360137939453,1,16337.2001953125,2971.793701171875
0,2008,1,1,3.881916046142578,53.88191604614258,53.632205963134766,1,0,Urban,AtLarge,1,0,2,43.07284927368164,33.87956428527832,16.035709381103516,49.72641372680664,1,15466.400390625,2978.92041015625
0,2012,1,1,29.512155532836914,79.51215553283691,53.632205963134766,1,0,Urban,AtLarge,1,0,1,53.88191604614258,43.07284927368164,15.683815956115723,52.11635971069336,1,15031,2982.48388671875
0,1994,0,0,-50,0,32.20942687988281,1,1,Suburban,AtLarge,1,1,0,NA,NA,3.529411792755127,32.23202896118164,1,27.799999237060547,165.76919555664062
0,1998,0,0,-50,0,26.6678466796875,1,1,Suburban,AtLarge,1,1,0,0,NA,7.058823585510254,33.69483184814453,0,24.600000381469727,171.7101287841797
0,2002,0,0,-50,0,24.13665771484375,1,1,Suburban,AtLarge,1,1,0,0,0,9.110105514526367,37.540985107421875,0,26.799999237060547,173.47811889648437
0,2006,0,0,-50,0,24.61585807800293,1,1,Suburban,AtLarge,1,1,0,0,0,9.683258056640625,43.77049255371094,0,34.400001525878906,171.0731658935547
0,2010,0,0,-50,0,25.095056533813477,1,0,Suburban,AtLarge,1,1,0,0,0,10.256410598754883,50,0,42,168.66819763183594
0,2014,0,0,-29.259260177612305,20.740739822387695,25.095056533813477,1,1,Suburban,AtLarge,1,1,0,0,0,6.060606002807617,48.5436897277832,1,42,168.66819763183594
0,1992,1,0,-34.703948974609375,15.296051025390625,41.61269760131836,0,0,Suburban,District,1,0,1,NA,NA,3.733193874359131,10.558074951171875,0,131,1067.638427734375
0,1996,0,0,-13.289037704467773,36.71096229553223,41.887428283691406,1,0,Suburban,District,1,0,0,15.296051025390625,NA,6.538565158843994,9.312417030334473,1,133,1065.1307373046875
0,2000,0,0,-25.038639068603516,24.961360931396484,42.16216278076172,1,0,Suburban,District,1,1,0,36.71096229553223,15.296051025390625,9.3439359664917,8.06675910949707,0,135,1062.623046875
0,2004,0,0,-29.07216453552246,20.92783546447754,41.519065856933594,0,0,Suburban,District,1,0,0,24.961360931396484,36.71096229553223,9.98025894165039,11.6387357711792,0,142.1999969482422,1036.1708984375
0,2008,0,0,-31.76369857788086,18.23630142211914,40.8759651184082,1,0,Suburban,District,1,0,0,20.92783546447754,24.961360931396484,10.616581916809082,15.210712432861328,1,149.39999389648437,1009.71875
0,2012,0,0,-40.81632614135742,9.183673858642578,40.8759651184082,1,0,Suburban,District,1,0,0,18.23630142211914,20.92783546447754,9.604519844055176,10.56466293334961,0,153,996.49267578125
0,1994,0,0,-50,0,59.288299560546875,1,1,Rural,District,0,0,0,NA,NA,6.414714336395264,17.276947021484375,1,156.60000610351562,521.98760986328125
0,1998,1,0,-50,0,57.72112274169922,0,0,Rural,District,0,0,1,0,NA,8.714201927185059,15.672775268554688,1,178.1999969482422,554.7059326171875
0,2002,1,0,-4.730712890625,45.269287109375,58.11367416381836,1,0,Rural,District,0,0,2,0,0,9.327620506286621,13.987460136413574,0,175.60000610351562,561.57623291015625
0,2006,1,1,-13.435700416564941,36.56429958343506,60.46595764160156,1,0,Rural,District,0,0,1,45.269287109375,0,8.25497055053711,12.221002578735352,1,148.8000030517578,542.598388671875
0,2010,1,0,2.319110870361328,52.31911087036133,62.8182373046875,1,0,Rural,District,0,0,2,36.56429958343506,45.269287109375,7.182320594787598,10.454545021057129,0,122,523.62060546875
0,2014,0,0,-20.563674926757812,29.436325073242188,62.8182373046875,1,1,Rural,District,0,0,0,52.31911087036133,36.56429958343506,2.032520294189453,7.2727274894714355,1,122,523.62060546875
0,1994,0,0,-50,0,8.831520080566406,1,1,Rural,Mixed,0,0,0,NA,NA,7.2093024253845215,13.080182075500488,1,349,816.8687744140625
0,1998,0,0,-50,0,8.451611518859863,1,1,Rural,Mixed,0,0,0,0,NA,14.418604850769043,13.335481643676758,0,345,766.50982666015625
0,2002,0,0,-50,0,8.805039405822754,1,1,Rural,Mixed,0,0,0,0,0,14.418604850769043,14.055148124694824,0,365.79998779296875,760.78216552734375
0,2006,0,0,-50,0,9.891803741455078,0,1,Rural,Mixed,0,0,0,0,0,7.2093024253845215,15.239181518554688,0,411.3999938964844,799.6856689453125
0,2010,0,0,-50,0,10.978568077087402,1,1,Rural,Mixed,0,0,0,0,0,0,16.423213958740234,0,457,838.58917236328125
0,2014,0,0,-50,0,10.978568077087402,1,0,Rural,Mixed,0,0,0,0,0,5.571847438812256,16.414140701293945,1,457,838.58917236328125
0,1991,0,0,-50,0,36.781333923339844,0,1,Rural,AtLarge,1,0,0,NA,NA,8.269230842590332,12.482510566711426,1,45.400001525878906,28.159244537353516
